Movie	title_year	duration	gross	genres	plot_keywords	language	content_rating	budget	country	aspect_ratio	color	movie_imdb_link	imdb_score	num_critic_for_reviews	num_user_for_reviews	num_voted_users	facenumber_in_poster	director_facebook_likes	cast_total_facebook_likes	movie_facebook_likes
Eden	2015	90		Drama	flare gun|island|plane crash|soccer team|stranded	English	R		Spain		Color	http://www.imdb.com/title/tt3032282/?ref_=fn_tt_tt_1	4.8	5	4	1351	2	0	3799	452
Chicken Tikka Masala	2005	90		Comedy	acceptance|coming out to family|gay|large family|wedding	English		1200000	UK	1.85	Color	http://www.imdb.com/title/tt0449000/?ref_=fn_tt_tt_1	5.8	10	14	480	3	11	244	172
Always Woodstock	2014	97		Comedy	claim in title|contraction in title|new york|new york city|woodstock	English		2400000	USA		Color	http://www.imdb.com/title/tt1995477/?ref_=fn_tt_tt_1	5.3	5	6	485	5	5	6085	107
Jack Brooks: Monster Slayer	2007	90		Action	cult film|demon|monster slayer|uncle|vomiting	English	R	2500000	Canada	1.85	Color	http://www.imdb.com/title/tt0816539/?ref_=fn_tt_tt_1	6.0	95	46	5187	2	10	558	870
The Best Years of Our Lives	1946	172	23650000	Drama	love|pity|readjusting to civilian life|veteran|world war two veteran	English	Not Rated	2100000	USA	1.37	Black and White	http://www.imdb.com/title/tt0036868/?ref_=fn_tt_tt_1	8.1	97	235	40359	5	355	1941	0
Bully	2001	115	510092	Biography	cruelty|friend|male frontal nudity|male nudity|pubic hair	English	R		USA	1.85	Color	http://www.imdb.com/title/tt0242193/?ref_=fn_tt_tt_1	7.0	76	336	29424	0	184	3293	0
Elling	2001	89	313436	Comedy	friendship|mental illness|poet|sex obsession|virgin	Norwegian	R	15500000	Norway	1.85	Color	http://www.imdb.com/title/tt0279064/?ref_=fn_tt_tt_1	7.6	67	95	12244	0	16	155	0
Mi America	2015	125	3330	Crime		English	R	2100000	USA	2.35	Color	http://www.imdb.com/title/tt2460506/?ref_=fn_tt_tt_1	7.2	4	1	22	0	7	214	305
[Rec]	2007	78		Horror	apartment building|character's point of view camera shot|fire station|subjective camera|television reporter	Spanish	R	1500000	Spain	1.85	Color	http://www.imdb.com/title/tt1038988/?ref_=fn_tt_tt_1	7.5	252	374	131462	0	57	145	15000
Lies in Plain Sight	2010	89		Drama		English	TV-PG	2100000	USA	1.78	Color	http://www.imdb.com/title/tt1675312/?ref_=fn_tt_tt_1	6.3		4	544	1	15	3873	162
Sharkskin	2015	100		Comedy		English		2100000	USA	2.39	Color	http://www.imdb.com/title/tt2317796/?ref_=fn_tt_tt_1	6.7	1	1	6	0	0	1814	14
Containment	2015	77		Horror	hazmat suit	English			UK		Color	http://www.imdb.com/title/tt3561236/?ref_=fn_tt_tt_1	4.8	33	21	1355	0	0	2044	275
The Timber	2015	81		Adventure		English		2100000	USA	2.35	Color	http://www.imdb.com/title/tt2215673/?ref_=fn_tt_tt_1	5.5	19	17	1274	1	7	1020	380
From Russia with Love	1963	115	24800000	Action	assassin|british agent|british secret service|decoder|russian	English	Approved	2000000	UK	1.37	Color	http://www.imdb.com/title/tt0057076/?ref_=fn_tt_tt_1	7.5	167	358	89403	0	92	1456	0
The Toxic Avenger Part II	1989	96	792966	Action	bare breasts|japan|tokyo japan|toxic avenger|troma	English	R	2300000	USA	1.33	Color	http://www.imdb.com/title/tt0098503/?ref_=fn_tt_tt_1	5.1	49	40	4663	2	6	99	321
In the Heat of the Night		60		Crime	detective|mississippi|police|police detective|small town	English			USA	1.33	Color	http://www.imdb.com/title/tt0094484/?ref_=fn_tt_tt_1	7.4	1	24	2258	1		1736	763
Sleeper	1973	89		Comedy	frozen|future|health food|leader|police	English	PG	2000000	USA	1.85	Color	http://www.imdb.com/title/tt0070707/?ref_=fn_tt_tt_1	7.3	66	128	33335	0	11000	11192	0
It Follows	2014	100	14673301	Horror	ambiguous ending|being followed|sex scene|supernatural|supernatural being	English	R	2000000	USA	2.35	Color	http://www.imdb.com/title/tt3235888/?ref_=fn_tt_tt_1	6.9	533	631	112899	0	421	1062	45000
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask	1972	88		Comedy	aphrodisiac|court jester|jester|queen|written and directed by cast member	English	R	2000000	USA	1.85	Black and White	http://www.imdb.com/title/tt0068555/?ref_=fn_tt_tt_1	6.8	50	78	31077	5	11000	12034	0
To Kill a Mockingbird	1962	129		Crime	1930s|alabama|lawyer|six year old|trial	English	Not Rated	2000000	USA	1.85	Black and White	http://www.imdb.com/title/tt0056592/?ref_=fn_tt_tt_1	8.4	127	471	215086	0	89	3833	15000
Mad Max 2: The Road Warrior	1981	87	9003011	Action	australian|gasoline|post apocalypse|refinery|warrior	English	R	2000000	Australia	2.35	Black and White	http://www.imdb.com/title/tt0082694/?ref_=fn_tt_tt_1	7.6	177	294	133966	0	750	1396	0
The Legend of Drunken Master	1994	102	11546543	Action	battle|fight|fighting|martial artist|snake	Cantonese	R	2000000	Hong Kong	2.35	Color	http://www.imdb.com/title/tt0111512/?ref_=fn_tt_tt_1	7.6	77	146	34520	1	32	768	0
Boys Don't Cry	1999	118	11533945	Biography	drinking|female dressed as male|love|nebraska|transgender	English	R	2000000	USA	1.85	Color	http://www.imdb.com/title/tt0171804/?ref_=fn_tt_tt_1	7.6	123	434	77551	0	108	563	0
Silent House	2011	86	12555230	Drama	bound and gagged|girl|haunted house|hearing noises|uninterrupted shot	English	R	2000000	France	1.85	Color	http://www.imdb.com/title/tt1767382/?ref_=fn_tt_tt_1	5.3	218	154	18566	0	9	218	0
The Lives of Others	2006	137	11284657	Drama	east germany|police|secret police|stasi|writer	German	R	2000000	Germany	2.35	Color	http://www.imdb.com/title/tt0405094/?ref_=fn_tt_tt_1	8.5	215	407	259379	3	207	927	39000
Courageous	2011	129	34522221	Drama	faith|fatherhood|integrity|police|responsibility	English	PG-13	2000000	USA	2.35	Color	http://www.imdb.com/title/tt1630036/?ref_=fn_tt_tt_1	7.0	34	175	15401	7	589	2300	10000
The Hustler	1961	134		Drama	drink|manager|money|partner|pool hall	English	Unrated	2000000	USA	2.35	Black and White	http://www.imdb.com/title/tt0054997/?ref_=fn_tt_tt_1	8.0	100	167	62860	1	31	2290	0
Boom Town	1940	119		Adventure	oil|oil field|oil tycoon|partnership|wildcatter	English	Passed	1614000	USA	1.37	Black and White	http://www.imdb.com/title/tt0032273/?ref_=fn_tt_tt_1	7.1	12	34	2269	8	6	2555	236
The Triplets of Belleville	2003	80	7002255	Animation	belleville|dog|mafia|tour de france|very little dialogue	French	PG-13	9500000	France	1.66	Color	http://www.imdb.com/title/tt0286244/?ref_=fn_tt_tt_1	7.8	167	312	42462	0	162	29	0
Smoke Signals	1998	89	6719300	Comedy	family abandonment|fire|loss of father|native american protagonist|native american reservation	English	PG-13	2000000	Canada	1.85	Color	http://www.imdb.com/title/tt0120321/?ref_=fn_tt_tt_1	7.2	56	132	8224	3	149	3163	0
American Splendor	2003	101	6003587	Biography	1980s|comic book|dark horse comics|reference to david letterman|robert crumb	English	R		USA	1.85	Color	http://www.imdb.com/title/tt0305206/?ref_=fn_tt_tt_1	7.5	180	226	41999	0	30	14412	0
Before Sunset	2004	80	5792822	Drama	book|bookstore|love|simultaneity|train	English	R	2700000	USA	1.85	Color	http://www.imdb.com/title/tt0381681/?ref_=fn_tt_tt_1	8.0	211	492	168398	0	0	65	13000
Amores Perros	2000	115	5383834	Drama	animal in title|dog fight|mexico city|multiple perspectives|nonlinear timeline	Spanish	R	2000000	Mexico	1.85	Color	http://www.imdb.com/title/tt0245712/?ref_=fn_tt_tt_1	8.1	157	361	173551	0	0	318	11000
Thirteen	2003	100	4599680	Drama	13 year olds|adolescence|friend|peer pressure|teacher	English	R	1500000	USA	1.85	Color	http://www.imdb.com/title/tt0328538/?ref_=fn_tt_tt_1	6.8	126	545	68222	2	308	2186	0
Gentleman's Agreement	1947	118		Drama	bigotry|jewish|prejudice|racism|writer	English	Approved	2000000	USA	1.37	Black and White	http://www.imdb.com/title/tt0039416/?ref_=fn_tt_tt_1	7.4	61	113	10791	3	603	1846	0
Winter's Bone	2010	100	6531491	Drama	bail|crystal meth|family relationships|female protagonist|search for father	English	R	2000000	USA	1.85	Color	http://www.imdb.com/title/tt1399683/?ref_=fn_tt_tt_1	7.2	365	297	111658	2	81	34446	20000
Touching the Void	2003	106	4581222	Adventure	bone|climbing|crevasse|partner|rope	English	R		UK	1.85	Color	http://www.imdb.com/title/tt0379557/?ref_=fn_tt_tt_1	8.1	121	156	26926	0	162	29	0
Alexander's Ragtime Band	1938	106		Drama	band|dance|ragtime|singer|violinist	English	Approved	2000000	USA	1.37	Black and White	http://www.imdb.com/title/tt0029852/?ref_=fn_tt_tt_1	7.0	10	29	1381	2	85	1833	60
Me and You and Everyone We Know	2005	91	3885134	Comedy	fellatio|seven word title|shoe salesman|title directed by female|written by director	English	R	2000000	USA	1.85	Color	http://www.imdb.com/title/tt0415978/?ref_=fn_tt_tt_1	7.4	151	243	31130	0	244	1349	0
Inside Job	2010	105	4311834	Crime	florida|iceland|interview|new york city new york|recession	English	PG-13		USA	2.35	Color	http://www.imdb.com/title/tt1645089/?ref_=fn_tt_tt_1	8.3	171	129	55382	0	117	13145	63000
We Are Your Friends	2015	96	3590010	Drama	box office flop|critically bashed|male objectification|narcissism|wannabe dj	English	R	2000000	UK	1.85	Color	http://www.imdb.com/title/tt3787590/?ref_=fn_tt_tt_1	6.1	158	60	20885	0	31	3013	0
Ghost Dog: The Way of the Samurai	1999	116	3300230	Action	african american|code|dog|pigeon|samurai	English	R		France	1.85	Color	http://www.imdb.com/title/tt0165798/?ref_=fn_tt_tt_1	7.5	167	346	70084	1	0	675	0
Harsh Times	2005	116	3335839	Action	blood splatter|friend|lapd|mexican|violence	English	R	2000000	USA	1.85	Color	http://www.imdb.com/title/tt0433387/?ref_=fn_tt_tt_1	7.0	118	222	54657	2	453	50313	0
Captive	2015	97	2557668	Crime	auto theft|based on true story|drug addict|kidnapping|violence	English	PG-13	2000000	USA	1.85	Color	http://www.imdb.com/title/tt3268668/?ref_=fn_tt_tt_1	5.3	39	22	3911	1	5	2739	0
Full Frontal	2002	101	2506446	Comedy	birthday|friend|hollywood|party|sex	English	R	2000000	USA	1.85	Color	http://www.imdb.com/title/tt0290212/?ref_=fn_tt_tt_1	4.7	108	172	8662	0	0	11327	134
Witchboard	1986	98	7369373	Horror	evil spirit|hatchet|ouija|ouija board|psychopathic killer	English	R	2000000	UK	1.85	Color	http://www.imdb.com/title/tt0090327/?ref_=fn_tt_tt_1	5.7	65	74	4288	1	85	901	0
Strangers with Candy		22		Comedy	alternative comedy|female protagonist|high school|social satire|three word title	English	TV-14		USA	4.0	Color	http://www.imdb.com/title/tt0194624/?ref_=fn_tt_tt_1	8.1	8	62	4181	3		1359	558
Shortbus	2006	101	1984378	Comedy	controversy|ejaculation|male frontal nudity|oral sex|unsimulated sex	English	Unrated	2000000	USA	1.78	Color	http://www.imdb.com/title/tt0367027/?ref_=fn_tt_tt_1	6.5	160	206	27346	3	263	226	0
Waltz with Bashir	2008	90	2283276	Animation	bar|dog|interview|lebanon|nightmare	Hebrew	R	1500000	Israel	1.85	Color	http://www.imdb.com/title/tt1185616/?ref_=fn_tt_tt_1	8.0	231	156	46107	0	56	56	0
The Book of Mormon Movie, Volume 1: The Journey	2003	120	1098224	Adventure	jerusalem|journey|promised land|ship|wilderness	English	PG-13	2000000	USA	1.85	Color	http://www.imdb.com/title/tt0349159/?ref_=fn_tt_tt_1	3.3	7	30	397	1	0	359	32
No End in Sight	2007	102	1430185	Documentary	american politics|iraq|iraq war|occupation|white house	English		2000000	USA	1.85	Color	http://www.imdb.com/title/tt0912593/?ref_=fn_tt_tt_1	8.3	79	55	7314	0	117	446	0
The Diary of a Teenage Girl	2015	102	1477002	Drama	1970s|mother's boyfriend|overalls|phone booth|sexual promiscuity	English	R	2000000	USA	2.35	Color	http://www.imdb.com/title/tt3172532/?ref_=fn_tt_tt_1	6.9	168	72	16645	3	22	11184	0
Get Real		60		Comedy	breaking the fourth wall|brother brother relationship|high school friends|imperative in title|skateboard	English			USA	1.33	Color	http://www.imdb.com/title/tt0212662/?ref_=fn_tt_tt_1	7.3	1	26	415	5		11618	43
In the Shadow of the Moon	2007	100	1134049	Documentary	1960s|astronaut|moon|nasa|spacecraft accident	English	PG	2000000	UK	1.85	Black and White	http://www.imdb.com/title/tt0925248/?ref_=fn_tt_tt_1	8.1	107	44	5475	0	90	408	0
Meek's Cutoff	2010	104	977600	Drama	desert|oregon|survival|trust|water	English	PG		USA	1.33	Color	http://www.imdb.com/title/tt1518812/?ref_=fn_tt_tt_1	6.5	200	98	8204	1	129	3427	0
Inside Deep Throat	2005	89	653621	Biography	clitoris|deep throat|fellatio|oral sex|porn industry	English	NC-17	2000000	USA	1.85	Black and White	http://www.imdb.com/title/tt0418753/?ref_=fn_tt_tt_1	6.8	123	64	5615	0	13	1136	592
Dinner Rush	2000	99	110000	Crime	detective|food|gangster|police|restaurant	English	R		USA	1.85	Color	http://www.imdb.com/title/tt0229340/?ref_=fn_tt_tt_1	7.3	39	73	4359	1	34	1156	495
Clockwatchers	1997	96	444354	Comedy	office|office politics|photo booth|snobbery|title directed by female	English	PG-13		UK		Color	http://www.imdb.com/title/tt0118866/?ref_=fn_tt_tt_1	6.4	41	111	4049	4	11	3011	166
The Virginity Hit	2010	86	535249	Comedy	masturbation|porn star|sex lesson from a prostitute|spreadeagle|topless	English	R	3400000	USA	1.85	Color	http://www.imdb.com/title/tt1695994/?ref_=fn_tt_tt_1	4.6	46	13	3467	0	10	768	974
Subway	1985	98		Comedy	band|blackmail|safe|subway|train	French	R	17000000	France	2.35	Color	http://www.imdb.com/title/tt0090095/?ref_=fn_tt_tt_1	6.5	30	45	11031	1	0	1917	739
House of D	2004	96	371081	Comedy	artist|butchery|catholic|catholic school|friend	English	PG-13	6000000	USA	1.85	Color	http://www.imdb.com/title/tt0372334/?ref_=fn_tt_tt_1	7.0	46	86	7479	2	0	51441	857
Teeth	2007	94	347578	Comedy	high school|purity|stepbrother|temptation|vagina dentata	English	R		USA	1.85	Color	http://www.imdb.com/title/tt0780622/?ref_=fn_tt_tt_1	5.4	221	161	34556	1	53	1511	17000
Six-String Samurai	1998	91	124494	Action	boy|guitar|orphan|rock 'n' roll|sword	English	PG-13	2000000	USA	1.85	Color	http://www.imdb.com/title/tt0118736/?ref_=fn_tt_tt_1	6.7	51	102	5613	1	4	36	0
Hum To Mohabbat Karega	2000			Action	elevator|news reporter|police|restaurant|waiter	Hindi			India		Color	http://www.imdb.com/title/tt0249588/?ref_=fn_tt_tt_1	2.8	1	1	275	2	4	613	10
It's All Gone Pete Tong	2004	90	120620	Biography	deafness|disappearance|ears|ibiza|musician	English	R		UK	2.35	Color	http://www.imdb.com/title/tt0388139/?ref_=fn_tt_tt_1	7.4	58	67	16828	1	31	865	0
Saint John of Las Vegas	2009	85	100669	Comedy	city name in title|male frontal nudity|place name in title	English	R	3800000	USA	2.35	Color	http://www.imdb.com/title/tt1276105/?ref_=fn_tt_tt_1	5.8	45	11	2522	1	0	36885	407
24 7: Twenty Four Seven	1997	96		Comedy	fight|gang|hiking|wales|working class	English	R		UK	1.85	Black and White	http://www.imdb.com/title/tt0120391/?ref_=fn_tt_tt_1	7.1	44	21	2081	2	222	5535	224
Stonewall	2015	129	186354	Drama	box office flop|critically bashed|gay rights|new york city|stonewall riots	English	R	13500000	USA	2.35	Color	http://www.imdb.com/title/tt3018070/?ref_=fn_tt_tt_1	4.5	74	30	1758	0	776	26176	0
Eureka		60		Comedy	alternate reality|pacific northwest|small town|small town life|small town sheriff	English	TV-14		USA	1.78	Color	http://www.imdb.com/title/tt0796264/?ref_=fn_tt_tt_1	7.9	20	136	39559	2		4280	3000
Roadside Romeo	2008	93	55202	Animation	india|love|love at first sight|mumbai india|reference to edward scissorhands	Hindi	PG		India	2.35	Color	http://www.imdb.com/title/tt1050739/?ref_=fn_tt_tt_1	5.3	6	17	922	0	32	653	39
This Thing of Ours	2003	100		Crime	gangster|heist|internet|mafia|miami florida	English	Not Rated		USA	1.85	Color	http://www.imdb.com/title/tt0338497/?ref_=fn_tt_tt_1	5.4	5	18	508	4	84	1307	61
The Lost Medallion: The Adventures of Billy Stone	2013	97	549632	Adventure	cave|cobra|island|medallion|waterfall	English	PG		Thailand	2.35	Color	http://www.imdb.com/title/tt1390539/?ref_=fn_tt_tt_1	4.8	10	16	1278		19	2522	715
The Last Five Years	2014	94	137945	Comedy	based on play|number in title	English	PG-13		USA	2.35	Color	http://www.imdb.com/title/tt2474024/?ref_=fn_tt_tt_1	5.9	81	40	6223	7	98	10869	0
The Missing Person	2009	95	17580	Drama	cellphone|detective|missing person|private detective|train	English		1500000	USA	1.85	Color	http://www.imdb.com/title/tt1105512/?ref_=fn_tt_tt_1	6.2	66	23	1268	3	8	2749	195
Return of the Living Dead III	1993	97		Horror	female nudity|living dead|self mutilation|sequel|zombie	English	R	2000000	USA	1.85	Color	http://www.imdb.com/title/tt0107953/?ref_=fn_tt_tt_1	5.9	46	130	10182	1	97	1362	810
London	2005	92	12667	Drama	bar|coke|drugs|party|snorting	English	R	14000	UK	2.35	Color	http://www.imdb.com/title/tt0449061/?ref_=fn_tt_tt_1	6.6	34	90	19336	2	11	39518	0
Sherrybaby	2006	96	198407	Drama	ex convict|halfway house|nipples visible through clothing|orgasm|parole officer	English	R	2000000	USA	1.85	Color	http://www.imdb.com/title/tt0423169/?ref_=fn_tt_tt_1	6.6	78	78	10282	1	38	774	474
Circle	2015	87		Drama	alien abduction|debate|lesbian|pregnant|spaceship	English	Not Rated		USA		Color	http://www.imdb.com/title/tt3118452/?ref_=fn_tt_tt_1	6.0	29	59	13279	0	0	776	0
Eden Lake	2008	91	5824	Horror	camping|forest|lake|stabbed with glass|vomiting	English	R		UK	2.35	Color	http://www.imdb.com/title/tt1020530/?ref_=fn_tt_tt_1	6.8	161	357	57811	1	43	14561	0
Plush	2013	99	2843	Thriller	gay interest|guitarist|obsessed fan|seduction|sex scene	English	R		USA	1.78	Color	http://www.imdb.com/title/tt2226519/?ref_=fn_tt_tt_1	5.4	18	24	2895	2	308	2341	604
Vampire Killers	2009	88		Action	blood|breasts|female nudity|lesbian|vampire	English	R		UK	2.35	Color	http://www.imdb.com/title/tt1020885/?ref_=fn_tt_tt_1	5.2	107	91	17296	3	6	1593	0
Gangster's Paradise: Jerusalema	2008	119	4958	Action	carjacking|drug lord|johannesburg south africa|police|post apartheid	English	R	2000000	South Africa	2.35	Color	http://www.imdb.com/title/tt0783532/?ref_=fn_tt_tt_1	7.8	30	23	9689	2	5	86	1000
Freeze Frame	2004	99		Crime	alibi|box office flop|newspaper clipping|non statutory female on male rape|profiler	English	R	2000000	UK	2.35	Color	http://www.imdb.com/title/tt0363095/?ref_=fn_tt_tt_1	6.4	24	41	2588	1	0	1650	205
Grave Encounters	2011	92		Horror	ghost|ghost hunting|labyrinth|paranormal|reality show	English	Not Rated	100000	Canada	1.78	Color	http://www.imdb.com/title/tt1703199/?ref_=fn_tt_tt_1	6.1	116	235	40380	0	6	762	0
Stitches	2012	86		Comedy	cat killer|death of animal|high heels|kneed in the crotch|kneed in the groin	English	R		Ireland	1.85	Color	http://www.imdb.com/title/tt2126362/?ref_=fn_tt_tt_1	5.7	98	53	6585	0	5	322	0
Nine Dead	2010	83		Crime	betrayal|car|connection|death|gun	English	R	2000000	USA	2.35	Color	http://www.imdb.com/title/tt0959329/?ref_=fn_tt_tt_1	5.5	25	64	9280	0	0	1149	0
To Be Frank, Sinatra at 100	2015	81		Documentary		English		2000000	UK		Color	http://www.imdb.com/title/tt4704314/?ref_=fn_tt_tt_1	7.4			7	0	0	712	0
Bananas	1971	82		Comedy	fictitious country|latin america|president|rebellion|reference to fidel castro	English	GP	2000000	USA	1.37	Color	http://www.imdb.com/title/tt0066808/?ref_=fn_tt_tt_1	7.1	40	105	27646	3	11000	11700	0
Supercapitalist	2012	102	13220	Thriller		English	Not Rated		USA		Color	http://www.imdb.com/title/tt1734586/?ref_=fn_tt_tt_1	3.9	20	9	289	0	0	892	115
Rockaway	2007	90		Action	one word title	English	R	2000000	USA	2.35	Color	http://www.imdb.com/title/tt0796355/?ref_=fn_tt_tt_1	4.6	8	6	355	1	5	2395	44
Wings		30		Comedy	1990s|brother brother relationship|nantucket island|one word title|sister sister relationship	English			USA	1.33	Color	http://www.imdb.com/title/tt0098948/?ref_=fn_tt_tt_1	7.3	19	56	7646	5		1884	1000
The Lady from Shanghai	1947	92	7927	Crime	law partner|murder|partner|seaman|yacht	English	Not Rated	2300000	USA	1.37	Black and White	http://www.imdb.com/title/tt0040525/?ref_=fn_tt_tt_1	7.7	90	175	19236	1	0	1055	0
No Man's Land: The Rise of Reeker	2008	88		Horror	death|desert|robber|sheriff|waitress	English	R	2000000	USA	1.78	Color	http://www.imdb.com/title/tt1090671/?ref_=fn_tt_tt_1	4.9	21	31	2701	0	0	2620	153
Highway	2002	97		Crime	1990s|homoeroticism|reference to kurt cobain|road trip|year 1994	English	R	14000000	USA	2.35	Color	http://www.imdb.com/title/tt0165361/?ref_=fn_tt_tt_1	6.3	12	67	5182	3	10	15740	912
Small Apartments	2012	96		Comedy	fire investigator|landlord|suicide|talking to one's self in a mirror|turpentine	English	R	2000000	USA	1.85		http://www.imdb.com/title/tt1272886/?ref_=fn_tt_tt_1	6.1	33	26	5732	6	68	3683	0
Coffee Town	2013	87		Comedy	barista|coffee|coffee shop|fight|insult	English		2000000	USA	2.35	Color	http://www.imdb.com/title/tt2234025/?ref_=fn_tt_tt_1	6.6	9	19	4204	3	8	35796	0
The Ghastly Love of Johnny X	2012	106	2436	Comedy	1950s|independent film|outlaw|trial	English	Not Rated	2000000	USA	2.35	Black and White	http://www.imdb.com/title/tt1754633/?ref_=fn_tt_tt_1	5.7	94	19	344	2	5	1611	655
